ID	Name	Type	Orig	New Morph	New Obj Type	LType	LCode	LValue	LMorph	Bar	Ring	
D01883	NGC 473	galaxy--lenticular	S0	S0-a	L	G	-0.3 ± 1.8	-0.3	S0-a	B	R	
F00602	NGC 4730	galaxy--lenticular	S0	E-S0	L	G	-2.7 ± 0.6	-2.7	E-S0		R	
D02299	NGC 4731	barred-spiral	SBc	SBc	B	G	5.9 ± 0.5	5.9	SBc	B		
D00913	NGC 4733	galaxy--elliptical	E3	E3	E	G	-3.6 ± 1.3	-3.6	E	B		
F00862	NGC 474	galaxy--elliptical	S0	S0	L	G	-2.0 ± 0.4	-2	S0		R	
F01604	NGC 4742	galaxy--elliptical	E4	E3	E	G	-4.6 ± 1.0	-4.6	E			
F00601	NGC 4744	seyfert-galaxy	S0-Aa	S0-a	L	G	-0.3 ± 0.6	-0.3	S0-a	B		
F01147	NGC 4747	galaxy--spiral	Sp	SBcd	B	G	7.3 ± 1.9	7.3	SBcd	B		
D00694	NGC 4750	galaxy--spiral	(R)SA(rs)ab	(R)SA(rs)ab	S	G	2.4 ± 0.6	2.4	Sab			
D02301	NGC 4751	galaxy--lenticular	S0	E-S0	L	G	-2.8 ± 0.6	-2.8	E-S0			
D00506	NGC 4753	galaxy--lenticular	S0-Aa	S0-a	L	G	-1.3 ± 1.1	-1.3	S0-a			
F01008	NGC 4754	galaxy--lenticular	SB(r)0-:	S0	L	G	-2.4 ± 1.1	-2.4	S0	B	R	
F00272	NGC 4757	galaxy--spiral	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D02692	NGC 4760	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.5	-4.9	E			
D00171	NGC 4762	galaxy--lenticular	S0	S0	L	G	-1.8 ± 0.9	-1.8	S0	B	R	
F00274	NGC 4766	galaxy--lenticular	S0	S0	L	G	-1.6 ± 1.5	-1.6	S0			
D01319	NGC 4767	galaxy--elliptical	E3	E3	E	G	-4.0 ± 1.2	-4	E			
D02302	NGC 4771	galaxy--spiral	SAc	SAc	S	G	6.0 ± 1.2	6	Sc			
D00698	NGC 4772	galaxy--spiral	SA(s)a	SAB(s)a	I	G	1.2 ± 0.7	1.2	SABa	B	R	
D02303	NGC 4775	galaxy--spiral	Sc	SAcd	S	G	6.9 ± 0.4	6.9	Scd			
D00507	NGC 4781	barred-spiral	Sc	SAcd	S	G	7.0 ± 0.3	7	Scd	B		
D02304	NGC 4782	galaxy--elliptical	E0	E3	E	G	-4.7 ± 1.0	-4.7	E			
F00277	NGC 4783	galaxy--elliptical		E3	E	G	-4.9 ± 0.5	-4.9	E			
F00275	NGC 4784	galaxy--lenticular	S0	S0	L	G	-1.6 ± 1.5	-1.6	S0			
D02305	NGC 4785	galaxy--spiral	Sa	SBb	B	G	3.1 ± 0.9	3.1	SBb	B	R	
F00276	NGC 4786	galaxy--elliptical		E3	E	G	-4.3 ± 0.5	-4.3	E			
F00280	NGC 4787	galaxy--spiral	S0a	S0-a	L	G	-0.4 ± 1.1	-0.4	S0-a			
F00281	NGC 4788	galaxy--spiral	Sp	S0-a	L	G	-1.3 ± 1.4	-1.3	S0-a	B	R	
D02306	NGC 4789	galaxy--elliptical	E/S0	S0	L	G	-2.3 ± 0.7	-2.3	S0			
F00282	NGC 4789A	galaxy--spiral	dG	Im	X	G	9.9 ± 0.4	9.9	I			PGC 43869
D02307	NGC 4790	barred-spiral	SB(rs)c?	SB(rs)c	B	G	4.8 ± 1.5	4.8	SBc	B		
F00278	NGC 4792	galaxy--spiral		S0	L	G	-1.9 ± 0.5	-1.9	S0			
D00695	NGC 4793	galaxy--spiral	Sc	SAc	S	G	5.0 ± 0.7	5	Sc	B		
F00279	NGC 4794	barred-spiral	SBb	SAa	S	G	1.1 ± 0.4	1.1	Sa	B		
D00508	NGC 4800	galaxy--spiral	Sb	SAb	S	G	3.0 ± 0.4	3	Sb			
D02308	NGC 4802	galaxy--spiral	S0	S0	L	G	-2.1 ± 0.5	-2.1	S0		R	
F00284	NGC 4807	galaxy--spiral		E-S0	L	G	-2.8 ± 1.2	-2.8	E-S0	B		
D02309	NGC 4808	galaxy--spiral	SAbc	SABc	I	G	5.9 ± 0.5	5.9	SABc	B		
D02310	NGC 4814	galaxy--spiral	SAb	SAb	S	G	3.1 ± 0.5	3.1	Sb			
D02311	NGC 4816	galaxy--elliptical	E/S0	E-S0	L	G	-3.0 ± 0.5	-3	E-S0			
D00701	NGC 4818	galaxy--spiral	Sab	SABa	I	G	2.0 ± 0.5	2	SABa	B		
F00287	NGC 4819	barred-spiral	SBa	SAa	S	G	1.0 ± 0.3	1	Sa	B	R	
F01009	NGC 4820	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.5	-2	S0			
F00288	NGC 4821	galaxy--lenticular	S0	E3	E	G	-4.5 ± 1.3	-4.5	E		R	
F01010	NGC 4823	galaxy--lenticular	S0-Aa	S0-a	L	G	-1.0 ± 0.5	-1	S0-a			
F00285	NGC 4824	galaxy--elliptical		E4	E	G	-4.4 ± 1.2	-4.4	E			
D00700	NGC 4825	galaxy--lenticular	S0	E-S0	L	G	-3.1 ± 0.7	-3.1	E-S0			
D02312	NGC 4827	galaxy--lenticular	S0	E-S0	L	G	-3.0 ± 0.7	-3	E-S0	B		
F01148	NGC 4828	galaxy--elliptical	E/S0	S0	L	G	-1.9 ± 1.2	-1.9	S0		R	
F01011	NGC 4829	galaxy--elliptical	E3	E3	E	G	-4.8 ± 1.1	-4.8	E			
F01461	NGC 483	galaxy--spiral	S0a	SAb	S	G	2.5 ± 2.9	2.5	Sb			
D02313	NGC 4830	galaxy--elliptical	E3	E-S0	L	G	-2.8 ± 0.8	-2.8	E-S0	B		
D01314	NGC 4835	galaxy--spiral	SAbc	SAbc	S	G	4.0 ± 0.1	4	Sbc	B		
D02314	NGC 4839	galaxy--elliptical	E3	E3	E	G	-3.9 ± 0.8	-3.9	E			
F00286	NGC 4840	galaxy--elliptical		E3	E	G	-4.6 ± 0.7	-4.6	E		R	
F00290	NGC 4842	galaxy--elliptical		E3	E	G	-4.7 ± 0.8	-4.7	E			
D00509	NGC 4845	galaxy--spiral	SA(s)ab	SAB(s)a	I	G	2.2 ± 0.8	2.2	SABa	B	R	
F00291	NGC 4853	galaxy--elliptical	Ep	E-S0	L	G	-2.8 ± 0.6	-2.8	E-S0		R	
F00292	NGC 4854	barred-spiral	SB0	S0	L	G	-2.1 ± 0.5	-2.1	S0	B		
F01605	NGC 4855	galaxy--lenticular	E/S0	E-S0	L	G	-2.7 ± 1.4	-2.7	E-S0	B		
D00510	NGC 4856	galaxy--lenticular	SB0a	S0-a	L	G	-0.7 ± 1.2	-0.7	S0-a	B		
F00673	NGC 4858	barred-spiral	SBb/I	SBb	B	?	3.0 ± 0.7	3	SBb	B		
F00674	NGC 4860	galaxy--elliptical	E3	E3	E	G	-4.6 ± 1.2	-4.6	E			
D02315	NGC 4861	galaxy--spiral	SB(s)m/Im(BCD)	SAm	S	G	9.0 ± 0.6	9	Sm	B		
F00297	NGC 4862	galaxy--spiral	SAc	SAc	S	G	5.0 ± 0.5	5	Sc	B		
F00298	NGC 4863	galaxy--spiral	Sb	S0-a	L	G	-0.9 ± 0.5	-0.9	S0-a	B		
F00695	NGC 4864	galaxy--elliptical	E1	E3	E	G	-4.9 ± 0.5	-4.9	E			
F00675	NGC 4865	galaxy--lenticular	S0	E3	E	G	-4.4 ± 1.6	-4.4	E			
D00511	NGC 4866	galaxy--lenticular	S0-Aa	S0-a	L	G	0.0 ± 1.3	0	S0-a		R	
F00694	NGC 4867	galaxy--elliptical	E5	E3	E	G	-4.9 ± 0.5	-4.9	E			
F01118	NGC 4868	galaxy--unclassified		SAab	S	G	1.8 ± 0.8	1.8	Sab			
F00686	NGC 4869	barred-spiral	SB0	E3	E	G	-4.9 ± 0.5	-4.9	E			
F01119	NGC 4870	galaxy--spiral	Sb	S?	S	G	1.3 ± 4.6	1.3	S?			
F00690	NGC 4871	galaxy--lenticular	S0	S0	L	G	-1.9 ± 1.1	-1.9	S0			
F00689	NGC 4872	barred-spiral	SB0p	E-S0	L	G	-2.7 ± 1.2	-2.7	E-S0	B		
F00692	NGC 4873	galaxy--elliptical	E3	S0	L	G	-2.1 ± 0.5	-2.1	S0			
F00671	NGC 4874	galaxy--elliptical	cGD	cGD	E	G	-3.6 ± 0.9	-3.6	E			
F00687	NGC 4875	galaxy--lenticular	S0	S0	L	G	-2.2 ± 0.8	-2.2	S0			
F00688	NGC 4876	galaxy--lenticular	S0	E3	E	G	-4.7 ± 0.7	-4.7	E			
F01012	NGC 4877	galaxy--spiral	Sab	SAab	S	G	2.1 ± 0.7	2.1	Sab			
D00324	NGC 488	galaxy--spiral	Sab	SAb	S	G	2.9 ± 0.4	2.9	Sb		R	
F00697	NGC 4881	galaxy--elliptical	E0	E3	E	G	-4.1 ± 0.7	-4.1	E			
F00702	NGC 4883	galaxy--unclassified		E-S0	L	G	-2.6 ± 1.1	-2.6	E-S0	B		
F00710	NGC 4886	galaxy--elliptical	E0	E3	E	G	-4.9 ± 0.5	-4.9	E			
F00299	NGC 4887	galaxy--elliptical	S0-Aa	S0-a	L	G	-0.7 ± 1.4	-0.7	S0-a			
F01121	NGC 4893	galaxy--unclassified		E3	E	G	-5.0 ± 2.0	-5	E			
F00711	NGC 4894	galaxy--lenticular	S0	S0	L	G	-2.1 ± 0.5	-2.1	S0			
F00698	NGC 4895	galaxy--spiral	Sa	S0	L	G	-2.1 ± 0.7	-2.1	S0	B		
D02317	NGC 4897	barred-spiral	SBbc	SAbc	S	G	4.0 ± 0.4	4	Sbc	B	R	
D02318	NGC 4899	galaxy--spiral	Sc	SABc	I	G	5.0 ± 0.4	5	SABc	B		
F00863	NGC 490	galaxy--elliptical		SAb	S	G	3.0 ± 2.0	3	Sb			
D00512	NGC 4900	galaxy--spiral	SAc	SAc	S	G	5.1 ± 0.5	5.1	Sc	B		
D02319	NGC 4902	barred-spiral	SBb	SAb	S	G	3.0 ± 0.4	3	Sb	B	R	
F00716	NGC 4906	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.5	-4.9	E			
F00699	NGC 4907	barred-spiral	SBb	SAb	S	G	2.7 ± 0.5	2.7	Sb	B	R	
F00706	NGC 4908	galaxy--elliptical	E5	E3	E	G	-4.6 ± 0.8	-4.6	E	B		
D01884	NGC 491	galaxy--spiral	Sb	SBb	B	G	3.2 ± 0.6	3.2	SBb	B	R	
F00719	NGC 4911	galaxy--spiral	Sb	SABb	I	G	4.0 ± 0.2	4	SABb	B	R	
D02316	NGC 4914	galaxy--elliptical	E2p	E2 pec	E	G	-4.1 ± 0.7	-4.1	E			
F00718	NGC 4919	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.9	-1.9	S0		R	
F00865	NGC 492	galaxy--unclassified		SABb	I	G	4.2 ± 3.0	4.2	SABb	B		
D02635	NGC 4921	galaxy--spiral	Sa	SAab	S	G	1.9 ± 0.6	1.9	Sab	B	R	
F00717	NGC 4923	galaxy--elliptical		E-S0	L	G	-3.1 ± 0.5	-3.1	E-S0	B	R	
F00720	NGC 4926	galaxy--elliptical	E/S0	E-S0	L	G	-3.1 ± 0.5	-3.1	E-S0			
F00721	NGC 4927	galaxy--elliptical		E-S0	L	G	-3.1 ± 0.6	-3.1	E-S0	B		
F00722	NGC 4929	galaxy--elliptical		E3	E	G	-4.5 ± 0.9	-4.5	E			
D01885	NGC 493	galaxy--spiral	SAc	SAc	S	G	5.9 ± 0.4	5.9	Sc	B		
D01321	NGC 4930	galaxy--spiral	SAbc	SAbc	S	G	3.9 ± 1.0	3.9	Sbc	B	R	
F00725	NGC 4931	galaxy--lenticular	S0	S0	L	G	-1.9 ± 1.1	-1.9	S0			
D02320	NGC 4936	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.5	-4.8	E			
F00009	NGC 494	galaxy--spiral	Sab	SAab	S	G	2.0 ± 0.3	2	Sab			
D02321	NGC 4941	galaxy--spiral	(R)SAB(r)ab:	SAB(r)a	I	G	2.1 ± 0.6	2.1	SABa	B	R	
D01320	NGC 4947	galaxy--spiral	Sc	SAb	S	G	3.4 ± 1.4	3.4	Sb	B	R	
F01013	NGC 4948	barred-spiral	SBcd	SBcd	B	G	7.4 ± 2.0	7.4	SBcd	B		
F01463	NGC 495	barred-spiral	SB0/Sa	S0-a	L	G	0.2 ± 0.9	0.2	S0-a	B		
D02322	NGC 4951	galaxy--spiral	Sc	SABc	I	G	6.0 ± 0.3	6	SABc	B		
D02323	NGC 4955	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.6	-4.8	E			
D00513	NGC 4958	galaxy--lenticular	S0	S0	L	G	-1.9 ± 1.0	-1.9	S0	B	R	
F01464	NGC 496	galaxy--spiral	Sbc	SAbc	S	G	4.0 ± 0.3	4	Sbc			
D02324	NGC 4965	galaxy--spiral	Sc	SABc	I	G	6.7 ± 0.9	6.7	SABc	B		
D01324	NGC 4976	galaxy--elliptical	E3	E3	E	G	-4.5 ± 1.1	-4.5	E	B		
D02325	NGC 4981	barred-spiral	SBbc	SAbc	S	G	4.0 ± 0.1	4	Sbc	B	R	
D02326	NGC 4984	galaxy--spiral	Sa	S0-a	L	G	-0.8 ± 0.9	-0.8	S0-a	B		
F01466	NGC 499	galaxy--lenticular	S0	E-S0	L	G	-2.9 ± 0.7	-2.9	E-S0			
D00514	NGC 4995	galaxy--spiral	SAB(r)b	SAB(r)b	I	G	3.1 ± 0.4	3.1	SABb	B		
D02327	NGC 4999	barred-spiral	SBcr	SAb:r	S	G	3.1 ± 0.4	3.1	Sb	B	R	
D00787	NGC 50	galaxy--lenticular	S0	E-S0	L	G	-3.1 ± 0.6	-3.1	E-S0			
F00866	NGC 500	galaxy--unclassified		E3	E	G	-4.3 ± 1.8	-4.3	E			
F01606	NGC 5006	galaxy--spiral	Sa	S0-a	L	G	-0.8 ± 0.8	-0.8	S0-a	B	R	
F01467	NGC 501	galaxy--elliptical	E3	E3	E	G	-5.0 ± 1.4	-5	E			
D01322	NGC 5011	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.5	-4.8	E			
D02328	NGC 5012	barred-spiral	SBc	SAc	S	G	5.1 ± 0.5	5.1	Sc	B	R	
F00301	NGC 5012A	galaxy--spiral		SBm	B	G	8.8 ± 0.7	8.8	SBm			PGC 45884
D02329	NGC 5015	galaxy--spiral	SAa	SAa	S	G	1.4 ± 1.1	1.4	Sa	B	R	
D02330	NGC 5016	galaxy--spiral	SABb	SABb	I	G	4.4 ± 0.5	4.4	SABb	B		
D02331	NGC 5018	galaxy--elliptical	E3	E3	E	G	-4.4 ± 1.0	-4.4	E	B		
F00302	NGC 5022	galaxy--spiral	Sc	SAbc	S	G	3.8 ± 1.1	3.8	Sbc			
F01072	NGC 5026	barred-spiral	SBr	SAa	S	G	0.7 ± 0.7	0.7	Sa	B	R	
D02677	NGC 503	galaxy--lenticular	S0	S0	L	G	-1.6 ± 1.8	-1.6	S0			
F01026	NGC 5030	barred-spiral	SB0	S0-a	L	G	-1.1 ± 0.6	-1.1	S0-a	B	R	
F01027	NGC 5031	galaxy--lenticular	S0	S0-a	L	G	-1.2 ± 0.6	-1.2	S0-a			
D00515	NGC 5033	galaxy--spiral	SA(s)c	SA(s)c	S	G	5.0 ± 0.8	5	Sc			
F01028	NGC 5035	barred-spiral	SBa	S0-a	L	G	-0.9 ± 0.5	-0.9	S0-a	B	R	
F01029	NGC 5037	galaxy--spiral	Sab	SAa	S	G	1.2 ± 0.6	1.2	Sa			
F01469	NGC 504	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D02332	NGC 5042	galaxy--spiral	SABc	SABc	I	G	5.0 ± 0.4	5	SABc	B		
D00921	NGC 5044	galaxy--elliptical	E0	E3	E	G	-4.8 ± 0.4	-4.8	E			
F01030	NGC 5046	galaxy--elliptical	E3	E3	E	G	-5.0 ± 0.5	-5	E			
F01031	NGC 5047	barred-spiral	SB0	S0	L	G	-2.0 ± 0.4	-2	S0	B		
F01032	NGC 5049	galaxy--lenticular	S0	S0	L	G	-2.1 ± 0.5	-2.1	S0			
D00516	NGC 5054	galaxy--spiral	Sb	SAbc	S	G	4.2 ± 0.9	4.2	Sbc			
D00918	NGC 5061	galaxy--elliptical	E2	E2	E	G	-4.3 ± 0.9	-4.3	E			
D01336	NGC 5064	galaxy--spiral	SAb	SAb	S	G	2.7 ± 0.9	2.7	Sb			
D00702	NGC 5068	barred-spiral	SAc	SAc	S	G	6.0 ± 0.4	6	Sc	B		
F00010	NGC 507	galaxy--elliptical	E/S0	E-S0	L	G	-3.3 ± 1.4	-3.3	E-S0		R	
F00304	NGC 5072	galaxy--lenticular	E/S0	E-S0	L	G	-3.1 ± 0.7	-3.1	E-S0			
F00305	NGC 5076	galaxy--lenticular	S0-Aa	S0-a	L	G	-0.7 ± 1.5	-0.7	S0-a	B		
D02333	NGC 5077	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.4	-4.8	E			
D00917	NGC 5078	galaxy--spiral	Sa	SAa	S	G	0.9 ± 0.9	0.9	Sa			
F00306	NGC 5079	barred-spiral	SB0	SBbc	B	G	3.6 ± 1.9	3.6	SBbc	B	R	
F01470	NGC 508	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.4	-4.9	E			
F00604	NGC 5082	barred-spiral	SBr	S0	L	G	-1.6 ± 1.0	-1.6	S0	B	R	
D02334	NGC 5084	galaxy--spiral		S0	L	G	-2.0 ± 0.4	-2	S0			
D00919	NGC 5085	galaxy--spiral	Sc	SAc	S	G	5.0 ± 0.4	5	Sc			
D02335	NGC 5087	galaxy--lenticular	E/S0	E-S0	L	G	-2.9 ± 0.5	-2.9	E-S0	B		
F00307	NGC 5088	galaxy--spiral	Sc	SABb	I	G	4.2 ± 0.8	4.2	SABb	B		
F00867	NGC 509	galaxy--lenticular	S0:	S0-a	L	G	-1.3 ± 1.7	-1.3	S0-a	B		
D01338	NGC 5090	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.3	-4.9	E			
F00603	NGC 5091	galaxy--spiral	Sb:	SAb	S	G	3.3 ± 1.4	3.3	Sb			
F00308	NGC 5097	galaxy--elliptical	E3	E3	E	G	-5.0 ± 2.0	-5	E			
D00916	NGC 5101	barred-spiral	SBa(r)	S0-a	L	G	0.2 ± 0.5	0.2	S0-a	B	R	
D01341	NGC 5102	galaxy--spiral	SA0	E-S0	L	G	-2.8 ± 0.8	-2.8	E-S0			
F00309	NGC 5107	galaxy--spiral		SBcd	B	G	6.8 ± 1.0	6.8	SBcd	B		
D02336	NGC 5112	galaxy--spiral	Sb	SBc	B	G	5.8 ± 0.6	5.8	SBc	B		
D01340	NGC 5121	galaxy--spiral	Sa	SAa	S	G	0.7 ± 1.0	0.7	Sa			
D02337	NGC 5123	galaxy--spiral	SAc	SAc	S	G	5.8 ± 0.7	5.8	Sc			
D02338	NGC 5127	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.4	-4.8	E			
D02339	NGC 5134	galaxy--spiral	SABb	SABb	I	G	2.9 ± 1.0	2.9	SABb	B	R	
D02344	NGC 5135	barred-spiral	SBb	SAab	S	G	2.4 ± 0.6	2.4	Sab	B		
D00793	NGC 514	galaxy--spiral	SAB(rs)c	SAB(rs)c	I	G	5.2 ± 0.5	5.2	SABc	B		
D02340	NGC 5140	galaxy--elliptical	E/S0	E-S0	L	G	-3.0 ± 0.4	-3	E-S0	B		
D02341	NGC 5145	galaxy--lenticular	S0-Aa	S0-a	L	G	0.0 ± 2.4	0	S0-a	B		
D02342	NGC 5147	galaxy--spiral		SAd	S	G	7.9 ± 0.6	7.9	Sd	B		
F00311	NGC 5148	galaxy--spiral		SBcd	B	G	6.9 ± 0.6	6.9	SBcd	B		
F01474	NGC 515	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D02343	NGC 5150	barred-spiral	SBbc	SBbc	B	G	3.7 ± 0.7	3.7	SBbc	B	R	
F00313	NGC 5152	galaxy--spiral		SBb	B	G	2.7 ± 1.6	2.7	SBb	B		
F00314	NGC 5153	galaxy--elliptical		E3	E	G	-4.9 ± 0.4	-4.9	E			
D01335	NGC 5156	galaxy--spiral	Sc	SBb	B	G	3.5 ± 1.0	3.5	SBb	B	R	
D02345	NGC 5157	galaxy--spiral	SAa	SAa	S	G	1.1 ± 0.6	1.1	Sa	B	R	
F00868	NGC 516	galaxy--lenticular	S0	S0	L	G	-1.5 ± 1.5	-1.5	S0	B		
D01343	NGC 5161	galaxy--spiral	Sc	SAc	S	G	5.5 ± 0.6	5.5	Sc			
F00316	NGC 5166	galaxy--spiral		SABb	I	G	2.9 ± 0.5	2.9	SABb	B		
F01475	NGC 517	galaxy--lenticular	S0	S0	L	G	-2.1 ± 0.7	-2.1	S0			
D00703	NGC 5170	galaxy--spiral	Sc	SAc	S	G	4.9 ± 0.6	4.9	Sc			
D02346	NGC 5172	galaxy--spiral	Sc	SABc	I	G	4.7 ± 1.1	4.7	SABc	B		
F00869	NGC 518	galaxy--spiral	Sa	SAa	S	G	1.0 ± 0.4	1	Sa			
F00317	NGC 5180	galaxy--spiral	S0:	S0	L	G	-1.9 ± 0.5	-1.9	S0			
D02347	NGC 5183	galaxy--spiral		SAb	S	G	3.2 ± 0.8	3.2	Sb			
F00318	NGC 5184	galaxy--spiral	SABb	SABb	I	G	4.1 ± 1.0	4.1	SABb	B	R	
D01346	NGC 5188	galaxy--spiral	Sa...	SAb	S	G	3.0 ± 0.5	3	Sb	B		
F01085	NGC 519	galaxy--lenticular	S0	E3	E	G	-3.7 ± 0.9	-3.7	E			
F00319	NGC 5192	galaxy--spiral	Sa	SBa	S	G	1.2 ± 0.7	1.2	Sa		R	
D01345	NGC 5193	galaxy--elliptical	E3	E3	E	G	-4.1 ± 1.1	-4.1	E	B		
F00539	NGC 5195	barred-spiral	SB0	SBa	B	G	0.6 ± 3.8	0.6	SBa	B		
F00320	NGC 5196	galaxy--lenticular	E/S0	E-S0	L	G	-3.2 ± 0.8	-3.2	E-S0			
F00321	NGC 5197	galaxy--lenticular	S0-a	S0-a	L	G	-1.0 ± 0.5	-1	S0-a			
D00794	NGC 520	galaxy--spiral	Sb pec	SAa + SAc	S	G	1.3 ± 3.4	1.3	Sa			
F01607	NGC 5202	galaxy--spiral	Sb	SAb	S	G	3.2 ± 0.8	3.2	Sb		R	
D00922	NGC 5204	galaxy--spiral	SA(s)m	SA(s)m	S	G	8.9 ± 0.4	8.9	Sm			
F01555	NGC 5205	barred-spiral	SBbc	SBbc	B	G	4.0 ± 1.4	4	SBbc	B	R	
D01347	NGC 5206	galaxy--lenticular	E/S0	E-S0	L	G	-2.9 ± 0.6	-2.9	E-S0	B		
D01890	NGC 521	barred-spiral	SBb	SAbc	S	G	4.0 ± 0.2	4	Sbc	B	R	
F00322	NGC 5216	galaxy--elliptical	E3	E3	E	G	-4.5 ± 1.1	-4.5	E			
D02348	NGC 5218	barred-spiral	SBb	SBb	B	G	3.1 ± 0.5	3.1	SBb	B		
D02349	NGC 5237	galaxy--elliptical	E/S0	E-S0	L	G	-3.5 ± 1.3	-3.5	E-S0			
D00325	NGC 524	galaxy--lenticular	S0+s	S0-a	L	G	-1.2 ± 0.6	-1.2	S0-a			
D00707	NGC 5247	galaxy--spiral	Sc	SABb	I	G	4.1 ± 0.3	4.1	SABb	B		
F00870	NGC 525	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D00923	NGC 5253	barred-spiral	SBm	SBm	B	G	8.9 ± 2.9	8.9	SBm	B		
D02350	NGC 5254	galaxy--spiral	Sc	SAc	S	G	5.0 ± 0.3	5	Sc		R	
D02351	NGC 5257	galaxy--spiral	SABb	SABb	I	G	3.2 ± 0.6	3.2	SABb	B		
F00323	NGC 5258	barred-spiral	SBb	SBb	B	G	3.2 ± 0.7	3.2	SBb	B		
D02352	NGC 5264	irregular-galaxy	IrrB	IrrB	X	G	9.7 ± 0.9	9.7	IB	B		
D01348	NGC 5266	galaxy--lenticular	S0	S0	L	G	-2.5 ± 0.6	-2.5	S0			
D00518	NGC 5273	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.5	-1.9	S0			
F00733	NGC 5276	galaxy--unclassified		SAb	S	G	2.6 ± 1.0	2.6	Sb	B		
F00011	NGC 529	galaxy--elliptical	E/S0	E-S0	L	G	-3.2 ± 0.7	-3.2	E-S0			
F00326	NGC 5291	galaxy--spiral		E-S0	L	?	-3.4 ± 1.6	-3.4	E-S0			
